0    inf
1    8.600000
2    6.750000
3    6.566667
4    6.300000
5    6.160000
6    6.066667
7    6.000000
8    6.037500
9    7.555556
10    7.020000
11    11.436364
12    12.675000
13    15.146154
14    11.307143
15    9.893333
16    9.306250
17    15.405882
18    14.383333
19    11.505263
